,,5/17/2025,5/26/2025,5/17/2025,5/26/2025,5/26/2025,5/26/2025,5/26/2025,5/17/2025,5/26/2025
Basin,Elevation Band,%5/17 Avg.,%5/26 Avg.,SWE (in),SWE (in),%SCA,Vol (af),Area (mi2),Pillows,Pillows
1. Alvord Lake,"6,000-7,000'",>300† ,64,0.2,0,0.1,59,241,NA,NA
,"7,000-8,000'",182,111,1.2,0.2,3.1,660,70,NA,NA
,"8,000-9,000'",95,124,6.6,3.6,43.5,"2,177",11,NA,NA
,"9,000-10,000'",88,98,11.4,6.9,79.6,569,2,NA,NA
2. Bitterroot,"5,000-6,000'",62,31,0.1,0,0.3,402,658,0.0 ( 2 ),0.0 ( 2 )
,"6,000-7,000'",75,66,1.7,0.5,8.1,"18,948",707,12.0 ( 2 ),8.9 ( 2 )
,"7,000-8,000'",62,82,5.2,3.4,39.6,"89,377",496,14.7 ( 1 ),11.4 ( 1 )
,"8,000-9,000'",46,72,6.9,7.4,77.4,"35,358",89,NA,NA
,"9,000-10,000'",44,57,6.4,7.1,82.8,845,2,NA,NA
3. Carson,"5,000-6,000'",0,0,0,0,0,0,619,NA,NA
,"6,000-7,000'",5,0,0,0,0,0,351,0.0 ( 1 ),0.0 ( 1 )
,"7,000-8,000'",22,4,0.2,0,0.9,159,220,0.0 ( 1 ),0.0 ( 1 )
,"8,000-9,000'",51,13,2.4,0.3,12.2,"2,861",157,2.4 ( 5 ),0.1 ( 5 )
,"9,000-10,000'",65,19,5.8,1.5,42.8,"3,859",48,NA,NA
,">10,000'",77,24,9.4,2.9,63,"1,624",11,NA,NA
4. Clearwater Basin,"3,000-4,000'",33,0,0,0,0,0,"2,294",0.0 ( 1 ),0.0 ( 1 )
,"4,000-5,000'",63,42,0.3,0,0.5,"2,491","1,963",0.0 ( 2 ),0.0 ( 2 )
,"5,000-6,000'",77,76,2.3,0.5,8.8,"52,370","1,808",19.9 ( 5 ),17.4 ( 4 )
,"6,000-7,000'",67,79,5.7,2.9,38.2,"177,203","1,147",17.7 ( 3 ),14.6 ( 3 )
,"7,000-8,000'",57,73,7.9,6.1,68.3,"85,731",262,NA,NA
,"8,000-9,000'",48,67,8.4,8.4,85.4,"5,900",13,NA,NA
5. Clover Valley and Franklin,"5,000-6,000'",22,189,0,0,0.1,2,727,NA,NA
,"6,000-7,000'",>300† ,0,0,0,0,0,"2,366",NA,NA
,"7,000-8,000'",264,62,0.1,0,0.1,77,756,0.0 ( 1 ),0.0 ( 1 )
,"8,000-9,000'",121,126,1.1,0.2,3.5,"1,802",158,0.4 ( 1 ),0.0 ( 1 )
,"9,000-10,000'",83,156,5.6,3,35.9,"5,790",36,NA,NA
,"10,000-11,000'",74,133,7.8,5.3,60.2,"1,592",6,NA,NA
6. Donner und Blitzen,"6,000-7,000'",>300† ,112,1.8,0.1,1.2,464,143,0.0 ( 1 ),0.0 ( 1 )
,"7,000-8,000'",155,153,5.2,1.4,22.1,"4,290",58,36.5 ( 1 ),30.1 ( 1 )
,"8,000-9,000'",98,115,9.7,5.1,64.8,"4,861",18,NA,NA
,"9,000-10,000'",91,105,11.6,8.2,81,976,2,NA,NA
