,,2/15/2026,2/22/2026,2/15/2026,2/22/2026,2/22/2026,2/22/2026,2/22/2026,2/15/2026,2/22/2026,2/22/2026
Basin,Elevation Band,%2/15 Avg.,%2/22 Avg.,SWE (in),SWE (in),%SCA,Vol (AF),Area (mi2),Pillows,Pillows,SNODAS (in.)*
1. Alvord Lake,"6,000-7,000'",4,24,0.2,1.4,23.7,"18,081",240.2,NA,NA,0.8
1. Alvord Lake,"7,000-8,000'",34,52,3.2,5.4,54.7,"19,973",69.9,NA,NA,2
1. Alvord Lake,"8,000-9,000'",67,81,9.5,12.1,87.1,"7,402",11.5,NA,NA,4.2
1. Alvord Lake,"9,000-10,000'",77,91,11.9,14.6,90.8,900,1.2,NA,NA,5.6
2. Bitterroot,"5,000-6,000'",28,36,1.2,1.6,19.2,"55,827",657.5,6.9 ( 2 ),7.4 ( 2 ),3.9
2. Bitterroot,"6,000-7,000'",80,92,4.7,5.6,54,"212,532",718,13.7 ( 2 ),15.3 ( 2 ),9
2. Bitterroot,"7,000-8,000'",120,133,10.2,11.4,81.4,"293,078",483.4,NA,NA,13.8
2. Bitterroot,"8,000-9,000'",130,145,14.6,16,87.8,"79,862",93.8,NA,NA,17.3
2. Bitterroot,"9,000-10,000'",118,136,15.7,17.7,93.5,"2,191",2.3,NA,NA,19.1
3. Carson,"5,000-6,000'",4,57,0,0.4,40.6,"12,141",619.1,NA,NA,1.1
3. Carson,"6,000-7,000'",39,75,1,2.3,54.4,"43,288",354.2,0.2 ( 1 ),3.2 ( 1 ),3.5
3. Carson,"7,000-8,000'",57,86,4.9,7.9,76.1,"93,090",220.1,7.8 ( 1 ),12.6 ( 1 ),9.5
3. Carson,"8,000-9,000'",63,89,9.4,14.9,87.7,"123,528",155.7,12.5 ( 5 ),17.7 ( 5 ),14.7
3. Carson,"9,000-10,000'",65,89,12,19.2,85.1,"47,962",46.8,NA,NA,17.4
3. Carson,">10,000'",70,93,14,22.4,84.7,"14,183",11.9,NA,NA,17.4
4. Clearwater Basin,"3,000-4,000'",15,55,0.3,1.3,33,"152,332","2,282.20",2.2 ( 1 ),2.7 ( 1 ),2.2
4. Clearwater Basin,"4,000-5,000'",48,74,1.5,2.4,33.9,"253,139","1,966.60",6.1 ( 1 ),7.7 ( 1 ),7.3
4. Clearwater Basin,"5,000-6,000'",112,137,4.9,6.3,57.8,"608,530","1,812.30",17.2 ( 5 ),19.1 ( 5 ),12.9
4. Clearwater Basin,"6,000-7,000'",147,165,10.2,11.6,82,"704,748","1,138.30",12.2 ( 2 ),13.3 ( 2 ),15.7
4. Clearwater Basin,"7,000-8,000'",139,154,13.5,14.8,89.3,"208,654",264.1,NA,NA,16.8
4. Clearwater Basin,"8,000-9,000'",132,143,15.1,16.2,89.2,"10,113",11.7,NA,NA,17.2
5. Clover Valley and Franklin,"5,000-6,000'",0,0,0,0,8.6,"1,168",793.5,NA,NA,0.2
5. Clover Valley and Franklin,"6,000-7,000'",1,2,0,0.2,17.4,"23,718","2,365.00",NA,NA,0.4
5. Clover Valley and Franklin,"7,000-8,000'",11,17,0.5,1,24.4,"40,016",760.6,4.4 ( 1 ),6.0 ( 1 ),1
5. Clover Valley and Franklin,"8,000-9,000'",38,46,2.6,3.9,55.8,"32,179",155.8,3.3 ( 1 ),3.8 ( 1 ),2.3
5. Clover Valley and Franklin,"9,000-10,000'",59,68,6.5,8.4,80.5,"15,205",34.1,NA,NA,4.5
5. Clover Valley and Franklin,"10,000-11,000'",67,76,8.3,10.1,86,"3,239",6,NA,NA,6.2
6. Donner und Blitzen,"6,000-7,000'",17,44,1.3,4.1,58.7,"30,669",138.9,1.8 ( 1 ),2.5 ( 1 ),1.4
6. Donner und Blitzen,"7,000-8,000'",49,67,6.3,9.2,73.8,"29,355",59.8,7.2 ( 1 ),7.8 ( 1 ),3.5
6. Donner und Blitzen,"8,000-9,000'",69,83,10.4,13,86.9,"13,243",19.1,NA,NA,5.8
6. Donner und Blitzen,"9,000-10,000'",77,90,11.9,14.4,82,"1,555",2,NA,NA,5.5
7. Dry Lake Valley,"7,000-8,000'",1,6,0,0.3,8.5,"3,447",230.4,NA,NA,0.8
7. Dry Lake Valley,"8,000-9,000'",20,27,1,1.7,31.2,"4,856",53.9,NA,NA,1.1
7. Dry Lake Valley,"9,000-10,000'",46,54,3,4.2,62.6,"2,308",10.2,NA,NA,1.8
7. Dry Lake Valley,"10,000-11,000'",68,69,6,7.1,91.4,693,1.8,NA,NA,3
8. Eastern Nevada,"7,000-8,000'",3,7,0.1,0.3,11.4,"51,389","2,847.80",0.1 ( 1 ),0.8 ( 1 ),0.8
8. Eastern Nevada,"8,000-9,000'",19,25,0.9,1.6,30.6,"95,226","1,111.30",1.5 ( 3 ),2.8 ( 3 ),1.7
8. Eastern Nevada,"9,000-10,000'",44,51,2.7,3.8,61.1,"63,180",309.5,5.5 ( 2 ),8.0 ( 2 ),3.6
8. Eastern Nevada,"10,000-11,000'",62,68,4.9,6.2,79.1,"29,262",87.8,6.7 ( 2 ),8.9 ( 2 ),6.1
8. Eastern Nevada,">11,000'",67,72,6,7.5,79.3,"7,507",18.8,NA,NA,6.3
9. Flathead,"3,000-4,000'",15,24,0.3,0.5,10.2,"57,393","2,118.20",3.8 ( 1 ),4.5 ( 1 ),1
9. Flathead,"4,000-5,000'",36,48,1,1.5,18.2,"155,526","1,920.60",4.2 ( 3 ),5.3 ( 3 ),4.2
9. Flathead,"5,000-6,000'",143,149,4.9,5.7,49.3,"515,348","1,682.00",10.2 ( 3 ),11.6 ( 3 ),12.1
9. Flathead,"6,000-7,000'",221,223,10.9,12,81.5,"894,377","1,392.90",21.5 ( 5 ),24.7 ( 6 ),20.8
9. Flathead,"7,000-8,000'",229,229,15.2,16.2,90.6,"423,582",491.4,NA,NA,25.2
9. Flathead,"8,000-9,000'",232,235,18.3,19.3,89.2,"38,922",37.7,NA,NA,25.1
9. Flathead,"9,000-10,000'",>300†,>300†,20.5,21.4,86.2,"1,871",1.6,NA,NA,19.5
10. Grande Ronde-Burnt-Powder-Imnaha,"4,000-5,000'",9,35,0.5,2,38.3,"327,602","3,104.90",0.5 ( 1 ),0.4 ( 1 ),1.2
10. Grande Ronde-Burnt-Powder-Imnaha,"5,000-6,000'",25,41,1.9,3.3,42.9,"242,582","1,382.50",5.9 ( 7 ),7.0 ( 7 ),3.9
10. Grande Ronde-Burnt-Powder-Imnaha,"6,000-7,000'",61,75,6.2,7.9,68.1,"201,794",477.3,NA,3.6 ( 1 ),7.3
10. Grande Ronde-Burnt-Powder-Imnaha,"7,000-8,000'",85,97,13.6,15.3,87.5,"221,892",271.5,8.0 ( 2 ),9.3 ( 2 ),9.8
10. Grande Ronde-Burnt-Powder-Imnaha,"8,000-9,000'",91,104,17.4,19.3,89.7,"79,910",77.8,NA,NA,10.6
10. Grande Ronde-Burnt-Powder-Imnaha,"9,000-10,000'",85,93,13.3,14.8,89.3,"1,519",1.9,NA,NA,5.1
